Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
156,3,120,1448,1373,1046,1185,1344,341,0,
157,0,0,0,0,0,0,0,0,0,
157,1,0,0,0,0,0,0,0,0,
157,2,0,3,3,4,20,14,0,0,
157,3,0,1240,1343,773,735,636,254,0,
158,0,0,0,0,0,0,0,0,0,
158,1,0,0,0,0,0,0,0,0,
158,2,0,6,15,24,48,33,33,0,
158,3,41,1656,1278,1006,1757,1108,227,0,
159,0,0,0,0,0,0,0,0,0,
159,1,0,0,0,0,0,0,0,0,
159,2,0,0,0,0,0,0,0,0,
159,3,110,1541,1237,1076,1115,744,410,0,
160,0,0,0,0,0,0,0,0,0,
160,1,0,0,0,0,0,0,0,0,
160,2,0,0,0,0,0,0,0,0,
160,3,16,1367,1161,1026,1009,554,4,0,
161,0,0,0,0,0,0,0,0,0,
161,1,0,0,0,0,0,0,0,0,
161,2,0,5,4,12,0,0,0,0,
161,3,31,1371,1463,1581,716,179,14,0,
162,0,0,0,0,0,0,0,0,0,
162,1,0,0,0,0,0,0,0,0,
162,2,0,0,0,0,0,0,0,0,
162,3,42,1219,1693,1105,615,187,4,0,
163,0,0,0,0,0,0,0,0,0,
163,1,0,0,0,0,0,0,0,0,
163,2,0,0,0,0,0,0,0,0,
163,3,64,1421,1513,1200,214,344,42,0,
164,0,0,0,0,0,0,0,0,0,
164,1,0,0,0,0,0,0,0,0,
164,2,0,3,12,1,0,0,0,0,
164,3,29,1571,1746,777,430,362,102,0,
165,0,0,0,0,0,0,0,0,0,
165,1,0,0,0,0,0,0,0,0,
165,2,0,8,19,0,0,0,0,0,
165,3,177,2066,2097,616,404,522,173,0,
166,0,0,0,0,0,0,0,0,0,
166,1,0,0,0,0,0,0,0,0,
166,2,0,0,0,0,0,0,0,0,
166,3,267,2200,1855,493,553,547,236,0,
167,0,0,0,0,0,0,0,0,0,
167,1,0,0,0,0,0,0,0,0,
167,2,3,37,25,12,27,120,147,0,
167,3,537,2572,1633,676,691,944,338,0,
168,0,0,0,0,0,0,0,0,0,
168,1,0,0,0,0,0,0,0,0,
168,2,0,3,4,5,6,71,12,0,
168,3,912,2800,836,883,925,1224,608,1,
169,0,0,1,1,2,2,18,5,0,
169,1,0,1,1,2,2,18,5,0,
169,2,18,27,11,41,32,76,26,0,
169,3,1718,3024,1027,1013,983,1525,601,1,
170,0,0,0,0,0,0,0,0,0,
170,1,0,0,0,0,0,0,0,0,
170,2,20,30,19,39,60,81,15,0,
170,3,2421,2457,1141,907,766,1323,593,0,
171,0,0,0,0,0,0,0,0,0,
171,1,0,0,0,0,0,0,0,0,
171,2,16,25,20,31,17,35,8,0,
171,3,2593,2384,819,779,636,724,306,0,
172,0,0,0,0,0,0,0,0,0,
172,1,0,0,0,0,0,0,0,0,
172,2,0,3,6,3,3,0,0,0,
172,3,2871,2282,952,551,503,321,128,0,
173,0,0,0,0,0,0,0,0,0,
173,1,0,0,0,0,0,0,0,0,
173,2,105,25,20,19,11,9,10,0,
173,3,3309,2141,977,476,205,92,36,0,
174,0,0,0,0,0,0,0,0,0,
174,1,0,0,0,0,0,0,0,0,
174,2,43,0,0,0,0,0,0,0,
174,3,3614,2362,1122,842,511,273,158,0,
175,0,0,1,2,3,0,0,0,0,
175,1,0,1,2,3,0,0,0,0,
175,2,72,7,8,10,3,3,3,0,
175,3,3090,2396,927,878,859,492,202,0,
176,0,0,2,1,2,4,7,3,0,
176,1,0,4,2,4,7,14,7,0,
176,2,54,42,28,68,110,146,72,0,
176,3,3139,2558,1074,1003,1027,1000,443,1,
177,0,0,2,2,2,5,6,5,0,
177,1,0,2,2,2,5,6,5,0,
177,2,19,52,41,64,116,113,90,0,
177,3,3253,2417,1221,1366,1403,1320,689,0,
178,0,0,2,2,3,5,5,4,0,
178,1,12,6,7,8,12,28,15,0,
178,2,102,71,77,85,111,123,92,0,
178,3,3614,2951,2057,1722,1998,1688,984,3,
179,0,0,2,2,2,4,4,4,0,
179,1,0,10,10,14,24,24,26,0,
179,2,230,281,162,190,267,307,175,0,
179,3,4806,3809,2616,2446,2792,2380,1455,1,
180,0,0,2,2,2,4,4,4,0,
180,1,0,4,4,5,8,8,8,0,
180,2,196,88,75,134,158,144,36,0,
180,3,5427,3900,2952,2961,3083,3072,1744,0,
181,0,0,2,2,3,3,5,4,0,
181,1,0,10,10,15,19,22,22,0,
181,2,81,115,121,137,173,173,139,0,
181,3,5042,3411,2002,2088,2410,2165,1138,12,
182,0,0,2,2,3,4,4,4,0,
182,1,0,4,4,6,8,8,8,0,
182,2,423,146,104,170,203,218,231,0,
182,3,5383,3426,2695,2809,2500,2259,1101,0,
183,0,0,2,2,3,3,3,4,0,
183,1,0,8,16,21,49,26,18,0,
183,2,92,190,180,178,282,190,189,0,
183,3,5366,3965,3490,2886,2325,2014,1088,0,
184,0,0,2,2,2,2,3,4,0,
184,1,4,9,11,8,11,11,12,0,
184,2,16,28,24,27,33,41,65,0,
184,3,4162,3744,3490,2447,2155,1706,834,0,
185,0,0,0,0,0,0,0,0,0,
185,1,0,0,0,0,0,0,0,0,
185,2,18,68,47,33,39,41,95,0,
185,3,3577,3229,3174,3153,2000,1308,607,1,
186,0,1,2,2,4,4,5,12,0,
186,1,1,2,2,4,4,5,12,0,
186,2,79,80,127,147,81,51,47,0,
186,3,4191,2497,3029,2783,1714,1616,650,1,
187,0,0,0,0,0,0,0,0,0,
187,1,0,0,0,0,0,0,0,0,
187,2,0,8,35,36,31,56,44,0,
187,3,3287,2973,3623,1800,1582,1017,421,3,
188,0,0,0,0,0,0,0,0,0,
188,1,0,0,0,0,0,0,0,0,
188,2,3,6,12,18,30,36,93,0,
188,3,2844,2617,2840,2561,1070,708,278,3,
189,0,0,0,0,0,0,0,0,0,
189,1,0,0,0,0,0,0,0,0,
189,2,6,21,33,51,48,33,39,0,
189,3,2580,3760,2116,1689,1788,1142,573,1,
190,0,0,0,0,0,0,0,0,0,
190,1,0,0,0,0,0,0,0,0,
190,2,0,0,0,0,0,0,0,0,
190,3,3125,2878,1092,880,590,483,189,1,
191,0,0,0,0,0,0,0,0,0,
191,1,0,0,0,0,0,0,0,0,
191,2,0,0,0,0,0,0,0,0,
191,3,3883,2379,1008,896,638,492,107,0,
192,0,0,0,0,0,0,0,0,0,
192,1,0,0,0,0,0,0,0,0,
192,2,0,0,0,0,0,0,0,0,
192,3,3698,3141,1992,1510,1119,614,223,3,
193,0,0,0,0,0,0,0,0,0,
193,1,0,0,0,0,0,0,0,0,
193,2,49,20,14,14,45,32,0,0,
193,3,4364,2662,1918,1223,1004,565,285,0,
194,0,0,0,0,0,0,0,0,0,
194,1,0,0,0,0,0,0,0,0,
194,2,0,0,0,0,0,0,0,0,
194,3,4655,2624,1459,893,896,397,336,0,
195,0,0,0,0,0,0,0,0,0,
195,1,0,0,0,0,0,0,0,0,
195,2,50,19,15,15,15,33,52,0,
195,3,6592,2006,1498,1041,1091,483,324,2,
196,0,20,3,2,27,18,30,0,0,
196,1,20,3,2,27,18,30,0,0,
196,2,71,22,58,70,24,33,4,0,
196,3,8285,2274,1707,1369,1197,543,482,4,
197,0,0,0,0,0,0,0,0,0,
197,1,0,0,0,0,0,0,0,0,
197,2,50,7,6,39,25,28,8,0,
197,3,9116,3078,2499,2050,1413,769,448,0,
198,0,0,0,0,0,0,0,0,0,
198,1,0,0,0,0,0,0,0,0,
198,2,156,50,27,64,49,50,31,0,
198,3,7910,3531,2416,2100,1631,765,445,0,
199,0,8,3,2,33,15,37,1,0,
199,1,16,6,4,58,22,64,10,0,
199,2,333,142,476,475,159,85,10,0,
199,3,8867,3364,2569,2348,1891,1208,549,0,
200,0,20,2,2,41,22,13,0,0,
200,1,20,2,2,41,22,13,0,0,
200,2,170,28,30,243,141,123,93,0,
200,3,8478,3618,3007,2900,2483,1571,629,0,
201,0,0,0,0,0,0,0,0,0,
201,1,0,0,0,0,0,0,0,0,
201,2,520,82,483,392,306,85,43,0,
201,3,9082,3527,4044,3515,2678,1980,848,0,
202,0,0,0,0,0,0,0,0,0,
202,1,0,0,0,0,0,0,0,0,
202,2,508,312,311,216,207,168,72,0,
202,3,9004,4250,3904,3431,2944,1885,729,0,
203,0,0,0,0,0,0,0,0,0,
203,1,0,0,0,0,0,0,0,0,
203,2,310,425,144,55,52,32,26,0,
203,3,8481,4152,2889,3773,2824,1828,683,2,
204,0,35,23,22,20,0,0,0,0,
204,1,82,38,42,38,0,0,0,0,
204,2,1388,397,553,372,295,135,75,0,
204,3,10261,3740,3251,4736,3495,2073,698,2,
205,0,91,0,0,0,0,0,0,0,
205,1,98,6,65,49,42,31,0,0,
205,2,457,117,369,392,331,139,73,0,
205,3,11770,4988,5258,4967,3650,1647,769,0,
206,0,16,13,62,8,1,0,0,0,
206,1,25,15,95,29,27,6,3,0,
206,2,1253,706,712,546,359,182,102,0,
206,3,11325,5744,5178,4133,2061,1226,558,1,
207,0,24,57,19,0,0,0,0,0,
207,1,61,166,107,23,29,6,4,0,
207,2,925,1073,928,505,421,153,93,0,
207,3,11069,6025,5142,3653,2889,1499,619,0,
208,0,0,0,0,0,0,0,0,0,
208,1,0,0,0,0,0,0,0,0,
208,2,880,693,395,396,340,44,22,0,
208,3,13334,7326,5302,4380,3849,1948,865,2,
209,0,21,56,20,3,0,0,0,0,
209,1,84,117,69,30,33,28,11,0,
209,2,2030,1766,837,640,629,508,170,0,
209,3,13707,8171,5278,4299,3987,2376,954,2,
210,0,73,15,7,4,1,0,0,0,
210,1,217,107,24,27,34,35,23,0,
210,2,1767,994,834,431,479,247,99,0,
210,3,12804,8259,6626,5345,4308,2396,1225,1,
211,0,38,17,32,4,7,2,0,0,
211,1,38,17,32,4,7,2,0,0,
211,2,597,937,769,413,256,139,104,0,
211,3,10374,6475,6071,5246,3528,2234,893,2,
212,0,26,35,8,4,6,6,3,0,
212,1,103,116,29,28,33,21,14,0,
212,2,999,1250,690,356,263,143,120,0,
212,3,10143,6554,4374,3516,3430,1830,808,0,
213,0,7,7,46,18,6,3,3,0,
213,1,7,7,46,18,6,3,3,0,
213,2,355,316,488,407,211,92,68,0,
213,3,11450,5258,4575,3843,2738,1254,625,0,
214,0,71,7,6,5,4,4,3,0,
214,1,109,47,12,10,7,8,6,0,
214,2,753,510,314,201,174,75,64,0,
214,3,11457,4823,3934,3714,2246,747,442,2,
215,0,14,50,9,5,5,3,3,0,
215,1,87,180,37,24,17,13,11,0,
215,2,1009,776,691,393,239,122,107,0,
215,3,10881,4083,4260,2879,2066,670,414,1,
216,0,28,28,12,5,4,4,3,0,
216,1,115,73,25,13,13,12,8,0,
216,2,549,397,236,145,216,42,30,1,
216,3,9514,3501,3097,2645,1805,472,325,0,
217,0,13,47,8,4,5,4,3,0,
217,1,106,97,24,19,21,21,15,0,
217,2,1629,1059,798,387,327,169,122,1,
217,3,8927,3090,2621,1939,951,345,287,0,
218,0,46,15,7,0,0,0,0,0,
218,1,73,33,11,5,6,6,4,0,
218,2,458,727,641,188,98,85,86,0,
218,3,8828,2876,1992,1751,545,300,285,0,
219,0,0,0,0,0,0,0,0,0,
219,1,0,0,0,0,0,0,0,0,
219,2,897,968,602,264,116,124,98,0,
219,3,8969,2668,1824,1268,285,258,216,1,
220,0,41,26,21,10,2,0,0,0,
220,1,228,225,83,56,42,50,34,0,
220,2,1387,1002,631,256,185,203,197,1,
220,3,9895,3470,2602,1105,416,410,352,0,
221,0,6,51,13,5,3,3,3,0,
221,1,203,165,72,36,27,25,20,0,
221,2,934,1473,768,343,226,209,194,2,
221,3,9122,3773,2855,1136,435,421,332,4,
222,0,11,38,9,4,5,3,3,0,
222,1,76,259,36,39,42,42,29,0,
222,2,905,1480,663,338,236,225,178,0,
222,3,9132,4554,2488,735,550,410,435,0,
223,0,2,43,11,4,5,4,3,0,
223,1,67,99,21,16,19,29,24,0,
223,2,1013,1928,592,342,277,262,228,0,
223,3,9798,5380,2455,760,548,535,574,1,
224,0,6,7,6,5,5,6,4,0,
224,1,185,139,36,42,52,55,36,0,
224,2,2090,1936,647,361,421,396,283,0,
224,3,10569,5151,2186,720,567,606,503,1,
225,0,1,4,30,9,8,6,4,0,
225,1,333,269,157,89,84,83,50,0,
225,2,2541,2729,1260,557,643,647,475,4,
225,3,10250,4855,1821,690,740,710,629,5,
226,0,11,33,24,5,4,3,3,0,
226,1,397,455,168,87,104,133,99,0,
226,2,3402,3159,1259,673,609,800,643,3,
226,3,11567,4815,1655,803,754,870,792,3,
227,0,13,31,11,8,4,4,3,0,
227,1,451,255,115,100,99,93,69,0,
227,2,6192,3055,1229,989,969,1020,799,2,
227,3,14088,4365,1106,942,814,941,882,1,
228,0,2,25,8,8,6,5,3,0,
228,1,519,210,105,71,99,101,66,0,
228,2,7164,2226,960,822,891,1033,809,1,
228,3,16513,4147,1129,1015,900,1017,971,6,
229,0,3,19,7,7,9,6,3,0,
229,1,664,226,110,136,194,204,117,0,
229,2,6965,1807,1140,1007,1158,1076,784,2,
229,3,19919,3783,1391,1345,1192,1182,1163,14,
230,0,22,7,8,6,4,3,3,0,
230,1,1317,287,204,170,163,153,113,1,
230,2,8896,2176,1504,1146,1071,977,797,5,
230,3,22135,3349,1624,1263,1181,1246,1165,11,
231,0,17,15,8,5,4,4,3,0,
231,1,1154,239,197,168,153,140,96,0,
231,2,8592,1667,1233,940,891,911,680,2,
231,3,23898,3113,1644,1252,1113,1139,1164,12,
232,0,25,8,7,5,3,3,3,0,
232,1,1328,228,212,172,155,132,103,3,
232,2,9904,1709,1255,1042,900,757,614,12,
232,3,26053,3298,1946,1475,1193,1091,1185,14,
233,0,22,5,5,5,3,3,3,0,
233,1,979,174,155,126,110,106,83,0,
233,2,8890,1828,1127,951,790,714,568,4,
233,3,27116,3559,2020,1618,1372,1239,1224,20,
234,0,28,7,5,4,4,2,2,0,
234,1,925,179,136,108,97,92,69,0,
234,2,9446,1829,1213,980,816,703,567,1,
234,3,27719,3713,2238,1759,1480,1336,1382,24,
235,0,18,5,4,4,3,3,3,0,
235,1,1008,184,145,118,103,94,71,0,
235,2,10677,2386,1625,1324,1101,959,765,5,
235,3,28287,4148,2382,1912,1587,1404,1460,28,
236,0,24,8,6,4,3,2,3,0,
236,1,635,110,83,70,60,57,46,0,
236,2,8057,1453,1019,852,732,669,541,1,
236,3,30173,4428,2828,2292,1872,1658,1633,33,
237,0,23,6,4,4,3,3,2,0,
237,1,789,105,98,111,89,76,60,0,
237,2,8361,1644,1118,945,799,677,535,8,
237,3,32164,4661,3131,2560,2109,1826,1704,30,
238,0,45,6,5,4,4,4,3,0,
238,1,791,122,97,90,90,68,54,1,
238,2,9365,2466,1583,1147,868,729,570,4,
238,3,33308,5315,3325,2775,2255,1949,1670,32,
239,0,21,6,5,4,3,2,3,0,
239,1,836,123,111,98,90,77,67,0,
239,2,10363,3148,1658,1321,1076,952,769,2,
239,3,33309,5682,3620,2965,2447,2148,1683,32,
240,0,52,6,5,5,4,4,3,0,
240,1,919,226,170,130,115,103,81,0,
240,2,11639,3860,2312,1732,1384,1194,918,1,
240,3,33472,6307,3954,3104,2578,2273,1772,41,
241,0,35,15,7,5,5,4,3,0,
241,1,968,260,189,154,122,105,86,0,
241,2,14568,3833,2478,1950,1654,1448,1115,4,
241,3,34113,6489,4353,3403,2943,2510,1939,43,
242,0,37,5,5,4,4,4,3,0,
242,1,1449,419,307,258,211,183,153,0,
242,2,11843,3877,2497,1909,1592,1402,1131,3,
242,3,34698,6999,4829,3685,3149,2725,2058,37,
243,0,36,5,4,5,4,4,3,0,
243,1,1404,329,257,225,197,167,139,0,
243,2,16781,4976,3498,2773,2319,2101,1639,4,
243,3,34042,7253,5065,3966,3310,2911,2216,56,
244,0,35,9,7,5,5,3,4,0,
244,1,1760,457,380,304,252,221,183,0,
244,2,15879,5152,3838,3024,2525,2267,1750,3,
244,3,33395,7438,5451,4268,3487,3051,2378,44,
245,0,21,18,8,6,5,4,3,0,
245,1,1388,375,325,346,243,204,155,0,
245,2,17915,5864,4359,3410,2811,2473,1921,9,
245,3,32581,7662,5769,4489,3778,3301,2559,49,
246,0,28,12,6,6,4,4,3,0,
246,1,1875,503,462,375,291,254,198,0,
246,2,18807,6256,5014,3890,3300,2838,2159,4,
246,3,30824,7688,5879,4518,3897,3332,2641,53,
247,0,24,10,8,6,5,4,3,0,
247,1,1755,556,404,349,283,236,190,0,
247,2,16423,5672,4578,3442,2945,2612,2015,6,
247,3,29120,7632,5839,4602,3978,3403,2623,43,
248,0,28,8,7,5,5,4,3,0,
248,1,2500,695,570,471,409,359,270,0,
248,2,18722,6379,5467,4389,3515,3105,2373,6,
248,3,27762,7367,6017,4731,4057,3479,2708,52,
249,0,26,8,8,6,4,4,3,0,
249,1,2253,690,554,422,363,306,247,0,
249,2,16276,5393,4899,3937,3210,2753,2102,5,
249,3,26280,7035,6023,4849,4089,3548,2760,68,
250,0,21,9,8,6,5,4,3,0,
250,1,1911,570,469,385,316,281,217,0,
250,2,15571,5363,4839,4042,3238,2900,2190,4,
250,3,24737,7014,5959,4868,4169,3576,2808,54,
251,0,14,13,8,7,5,4,3,0,
251,1,2184,717,648,484,418,361,284,0,
251,2,15749,5168,5045,4439,3541,3016,2330,1,
251,3,22723,6554,5940,4932,4160,3516,2860,70,
252,0,20,9,7,6,5,4,3,0,
252,1,1976,653,579,477,402,356,269,0,
252,2,14677,5255,5181,4244,3563,2974,2348,5,
252,3,20695,6650,6112,4961,4292,3587,2855,73,
253,0,18,13,8,6,5,4,3,0,
253,1,1650,606,557,434,374,309,249,0,
253,2,10317,4353,4377,3587,2829,2463,1922,1,
253,3,17954,6552,5889,5014,4228,3498,2757,89,
254,0,17,8,7,6,4,4,3,0,
254,1,1364,639,600,499,410,323,257,0,
254,2,8251,4095,4160,3528,2761,2226,1748,11,
254,3,15203,6591,5892,5003,4243,3569,2797,84,
255,0,14,7,8,6,5,4,3,0,
255,1,958,541,557,457,342,298,230,0,
255,2,6390,3514,3855,3454,2725,2207,1669,1,
255,3,12957,6635,5891,5165,4215,3620,2860,84,
256,0,13,6,7,6,5,4,3,0,
256,1,861,454,503,394,334,262,215,0,
256,2,4960,3135,3169,3166,2326,1845,1470,1,
256,3,11611,6847,5673,5382,4320,3730,2969,70,
257,0,12,9,9,6,5,3,4,0,
257,1,672,395,458,425,322,246,196,0,
257,2,4005,2460,2743,2852,2077,1651,1258,8,
257,3,10474,6539,5834,5434,4415,3789,3012,81,
258,0,12,11,7,7,5,3,4,0,
258,1,548,339,414,416,302,252,197,0,
258,2,3748,2387,2755,2769,2197,1730,1335,2,
258,3,9443,6533,6294,5486,4588,3936,3098,77,
259,0,10,11,7,6,5,4,3,0,
259,1,596,372,400,367,352,285,217,0,
259,2,3505,2459,2590,2763,2215,1750,1319,2,
259,3,8259,6658,6220,5522,4674,3989,3144,82,
260,0,10,5,9,7,5,3,4,0,
260,1,581,448,398,415,369,329,253,0,
260,2,3191,2705,2760,2876,2451,2012,1528,2,
260,3,7372,6824,6433,5788,4872,4214,3320,74,
261,0,10,9,6,5,4,5,3,0,
261,1,395,320,288,293,290,271,199,0,
261,2,1767,1509,1600,1774,1468,1303,997,0,
261,3,6663,6708,6554,5894,4839,4325,3444,43,
262,0,8,8,6,5,5,4,3,0,
262,1,166,155,148,174,179,152,117,0,
262,2,595,687,645,677,637,581,453,0,
262,3,5689,6929,6396,5911,4918,4437,3557,49,
263,0,4,5,2,2,2,5,3,0,
263,1,21,24,21,27,48,40,27,0,
263,2,106,156,212,263,269,229,176,0,
263,3,5224,6638,6548,5756,4930,4471,3595,62,
264,0,7,2,3,2,1,5,4,0,
264,1,13,8,7,7,13,14,11,0,
264,2,48,35,27,28,41,57,47,0,
264,3,5212,6895,6638,5596,4905,4515,3622,80,
265,0,9,11,6,5,5,4,3,0,
265,1,16,18,10,9,13,15,11,0,
265,2,46,57,34,29,41,44,33,0,
265,3,4757,7612,6786,5409,4824,4473,3680,63,
266,0,9,8,6,6,4,4,3,0,
266,1,78,92,56,46,40,47,40,0,
266,2,196,260,157,138,139,148,119,0,
266,3,5286,7713,6421,5361,4763,4472,3740,72,
267,0,7,9,6,5,5,4,3,0,
267,1,113,162,101,81,72,69,56,0,
267,2,333,454,301,238,209,208,178,0,
267,3,5636,8119,6526,5260,4809,4503,3765,89,
268,0,6,8,6,6,4,4,4,0,
268,1,286,426,269,218,193,195,185,0,
268,2,597,863,575,463,419,427,468,0,
268,3,6222,8602,6520,5296,4872,4858,4099,110,
269,0,8,8,7,5,5,5,4,0,
269,1,260,386,248,203,178,198,189,0,
269,2,928,1330,915,736,680,796,1570,0,
269,3,6595,8735,6541,5200,5050,5107,4760,122,
270,0,8,9,7,5,5,5,5,0,
270,1,166,233,155,130,115,128,113,0,
270,2,864,1189,844,684,647,869,1629,0,
270,3,7798,8522,6215,5208,4915,5076,4659,103,
271,0,6,9,7,5,5,6,5,0,
271,1,46,68,55,42,40,44,40,0,
271,2,512,747,569,459,441,670,1191,0,
271,3,7766,8457,6001,5212,4868,4914,4295,93,
272,0,6,7,6,6,4,6,4,0,
272,1,28,39,32,28,23,28,25,0,
272,2,103,183,142,113,110,165,195,0,
272,3,8705,7885,5963,5190,4728,4685,3797,106,
273,0,7,5,3,5,5,5,4,0,
273,1,16,20,15,16,15,18,14,0,
273,2,55,91,99,70,67,81,81,0,
273,3,8345,7872,5734,5282,4611,4616,3750,106,
274,0,4,6,3,4,5,4,4,0,
274,1,4,6,3,4,5,4,4,0,
274,2,29,43,53,42,43,48,52,0,
274,3,8263,7447,5570,5164,4601,4310,3515,110,
275,0,6,5,4,5,4,6,5,0,
275,1,6,5,4,5,4,6,5,0,
275,2,33,22,19,22,24,30,28,0,
275,3,7430,7485,5389,5234,4449,4170,3359,106,
276,0,2,5,6,5,5,6,5,0,
276,1,5,9,12,10,10,12,11,0,
276,2,30,49,72,58,57,69,68,0,
276,3,7404,7177,5362,5275,4286,4002,3225,90,
277,0,0,0,0,0,0,0,0,0,
277,1,0,0,0,0,0,0,0,0,
277,2,0,0,0,0,0,0,0,0,
277,3,6993,7008,5288,5061,4264,3866,3075,112,
278,0,0,0,0,0,0,0,0,0,
278,1,0,0,0,0,0,0,0,0,
278,2,0,0,0,0,0,0,0,0,
278,3,6213,6786,4972,4981,4369,3766,3026,124,
279,0,1,3,2,5,6,5,6,0,
279,1,1,3,2,5,6,5,6,0,
279,2,5,14,11,22,31,30,34,0,
279,3,5493,6666,4909,4914,4272,3753,2968,126,
280,0,7,2,3,2,1,6,7,0,
280,1,13,5,6,4,2,12,15,0,
280,2,20,7,9,6,3,18,21,0,
280,3,5271,6534,5011,4911,4078,3484,2783,150,
281,0,0,0,0,0,0,0,0,0,
281,1,0,0,0,0,0,0,0,0,
281,2,3,7,6,7,15,18,17,0,
281,3,5222,6287,4873,4963,3992,3388,2765,138,
282,0,5,4,2,2,1,4,9,0,
282,1,5,4,2,2,1,4,9,0,
282,2,26,26,12,12,8,18,38,0,
282,3,4955,6153,4983,4902,4078,3006,2540,146,
283,0,0,0,0,0,0,0,0,0,
283,1,0,0,0,0,0,0,0,0,
283,2,0,0,0,0,0,0,0,0,
283,3,4644,5756,4971,5106,4027,2939,2444,169,
284,0,0,0,0,0,0,0,0,0,
284,1,0,0,0,0,0,0,0,0,
284,2,0,0,0,0,0,0,0,0,
284,3,4610,5699,5210,5164,4125,2801,2301,160,
285,0,0,0,0,0,0,0,0,0,
285,1,0,0,0,0,0,0,0,0,
285,2,0,0,0,0,0,0,0,0,
285,3,4699,5670,5730,5403,4223,2763,2205,160,
286,0,0,0,0,0,0,0,0,0,
286,1,0,0,0,0,0,0,0,0,
286,2,0,0,0,0,0,0,0,0,
286,3,4458,6161,6421,5780,4211,2837,2122,141,
287,0,5,4,1,1,2,1,2,0,
287,1,12,13,2,2,4,2,2,2,
287,2,149,242,201,142,67,68,50,6,
287,3,4319,7143,7799,5955,4593,3067,2220,155,
288,0,5,9,3,1,2,1,2,0,
288,1,43,62,14,10,11,10,7,5,
288,2,188,328,225,105,70,66,50,11,
288,3,4657,8332,9079,5815,4296,3245,2344,122,
289,0,5,9,3,2,1,2,2,0,
289,1,106,165,25,17,15,18,14,7,
289,2,454,770,329,159,110,106,87,27,
289,3,5417,10825,8595,4873,4010,2873,2300,133,
290,0,7,10,1,2,2,1,2,0,
290,1,88,107,23,18,18,18,17,9,
290,2,341,523,190,138,91,87,65,23,
290,3,7006,11056,7072,4466,3641,2857,2258,137,
291,0,8,9,1,2,1,2,2,0,
291,1,120,104,41,57,47,40,32,8,
291,2,349,422,432,319,232,206,166,19,
291,3,8020,10394,7165,4219,3649,2755,2185,173,
292,0,16,1,2,1,2,1,2,0,
292,1,150,73,116,63,43,37,38,7,
292,2,519,533,1084,620,443,349,285,22,
292,3,9462,9639,6976,4411,3692,2970,2287,168,
293,0,8,1,2,1,1,2,1,0,
293,1,106,143,264,81,65,69,58,2,
293,2,529,800,1788,626,494,491,410,11,
293,3,9621,9558,7612,4634,3750,2926,2396,165,
294,0,12,5,1,2,1,1,2,0,
294,1,112,85,10,12,10,9,12,1,
294,2,422,896,457,329,241,225,195,7,
294,3,8975,10381,7260,4540,3685,3137,2439,196,
295,0,1,1,2,1,2,1,1,0,
295,1,19,73,59,32,28,27,23,0,
295,2,226,419,656,379,271,294,224,5,
295,3,7914,11496,6938,4444,3557,2916,2629,194,
296,0,16,1,1,1,2,1,1,0,
296,1,27,11,31,37,24,21,17,0,
296,2,303,484,540,322,239,233,170,6,
296,3,7670,12190,6597,4410,3379,2856,2505,209,
297,0,0,0,0,0,0,0,0,0,
297,1,0,0,0,0,0,0,0,0,
297,2,128,249,464,181,151,178,137,0,
297,3,8946,11584,6033,4022,3265,2717,2337,164,
298,0,16,1,1,2,1,1,2,0,
298,1,86,23,44,29,22,22,19,5,
298,2,726,893,580,264,223,226,172,7,
298,3,10159,10392,5639,3983,3087,2631,2189,166,
299,0,16,1,2,1,1,2,1,0,
299,1,39,9,15,17,12,13,10,0,
299,2,622,696,549,259,213,242,188,6,
299,3,11485,9231,5371,3761,3276,2618,2167,143,
300,0,10,16,23,7,7,6,6,0,
300,1,10,16,23,7,7,6,6,0,
300,2,110,228,510,257,204,234,184,0,
300,3,12247,8584,4813,4037,3275,2580,2141,230,
301,0,0,0,0,0,0,0,0,0,
301,1,0,0,0,0,0,0,0,0,
301,2,223,244,287,111,92,111,100,0,
301,3,12347,8520,5122,3823,3424,2708,2270,129,
302,0,17,1,1,1,1,1,2,0,
302,1,28,26,13,8,7,8,8,0,
302,2,958,725,363,155,139,119,103,1,
302,3,12217,8653,4974,3903,3485,2813,2390,164,
303,0,17,1,2,1,2,1,2,0,
303,1,101,7,10,8,10,7,8,4,
303,2,1052,516,356,182,155,192,128,8,
303,3,12688,8303,4990,3831,3344,2944,2257,148,
304,0,17,2,1,2,1,2,2,0,
304,1,206,116,64,22,17,23,16,4,
304,2,1143,821,400,206,219,232,197,11,
304,3,13198,7825,4856,3757,3299,2920,2301,222,
305,0,17,2,1,2,1,1,2,0,
305,1,193,47,43,7,6,5,7,1,
305,2,1447,1024,545,203,183,241,157,1,
305,3,13207,8192,4908,3767,3458,3006,2198,234,
306,0,16,2,1,1,2,1,2,0,
306,1,353,70,64,28,27,29,29,2,
306,2,2006,867,556,221,277,238,152,7,
306,3,13320,7825,5227,3840,3469,3207,2244,186,
307,0,17,1,2,2,2,1,2,0,
307,1,194,28,27,23,23,24,25,1,
307,2,2100,793,497,166,184,164,129,16,
307,3,13476,7926,5193,4062,3807,3406,2295,221,
308,0,17,1,2,2,1,2,2,0,
308,1,385,66,65,41,38,41,40,5,
308,2,1752,714,388,205,204,213,214,18,
308,3,13762,7858,4750,4299,3938,3673,2185,201,
309,0,17,2,2,2,1,2,2,0,
